uncertainty,scenario,regime,variable,t,value
vxo,girf-ngas-1sigma,combined,aluminium,5,-0.0276816777144988
vxo,girf-ngas-1sigma,combined,aluminium,6,0.2042898164758215
vxo,girf-ngas-1sigma,combined,aluminium,7,0.3127613718596133
vxo,girf-ngas-1sigma,combined,aluminium,8,-0.01658613273819971
vxo,girf-ngas-1sigma,combined,aluminium,9,-0.16543461912612994
vxo,girf-ngas-1sigma,combined,aluminium,10,-0.1194251469676808
vxo,girf-ngas-1sigma,combined,aluminium,11,-0.08306160645321327
vxo,girf-ngas-1sigma,combined,aluminium,12,-0.12094128197705444
vxo,girf-ngas-1sigma,combined,aluminium,13,0
vxo,girf-ngas-1sigma,combined,aluminium,14,0
vxo,girf-ngas-1sigma,combined,aluminium,15,0
vxo,girf-ngas-1sigma,combined,aluminium,16,0
vxo,girf-ngas-1sigma,combined,aluminium,17,0
vxo,girf-ngas-1sigma,combined,aluminium,18,0
vxo,girf-ngas-1sigma,combined,aluminium,19,0
vxo,girf-ngas-1sigma,combined,aluminium,20,0
vxo,girf-ngas-1sigma,combined,aluminium,21,0
vxo,girf-ngas-1sigma,combined,aluminium,22,0
vxo,girf-ngas-1sigma,combined,aluminium,23,0
vxo,girf-ngas-1sigma,combined,aluminium,24,0
vxo,girf-ngas-1sigma,combined,cocoa,1,0
vxo,girf-ngas-1sigma,combined,cocoa,2,0
vxo,girf-ngas-1sigma,combined,cocoa,3,0.12194307464948945
vxo,girf-ngas-1sigma,combined,cocoa,4,-0.02713424040789151
vxo,girf-ngas-1sigma,combined,cocoa,5,0.02321546099629495
vxo,girf-ngas-1sigma,combined,cocoa,6,-0.25410805289029637
vxo,girf-ngas-1sigma,combined,cocoa,7,-0.0812060354238608
vxo,girf-ngas-1sigma,combined,cocoa,8,-0.06988991737015203
vxo,girf-ngas-1sigma,combined,cocoa,9,-0.150067021960138
vxo,girf-ngas-1sigma,combined,cocoa,10,-0.03241693662537666
vxo,girf-ngas-1sigma,combined,cocoa,11,0.21157125509620217
vxo,girf-ngas-1sigma,combined,cocoa,12,0.20803354614364725
vxo,girf-ngas-1sigma,combined,cocoa,13,0
vxo,girf-ngas-1sigma,combined,cocoa,14,0
vxo,girf-ngas-1sigma,combined,cocoa,15,0
vxo,girf-ngas-1sigma,combined,cocoa,16,0
vxo,girf-ngas-1sigma,combined,cocoa,17,0
vxo,girf-ngas-1sigma,combined,cocoa,18,0
vxo,girf-ngas-1sigma,combined,cocoa,19,0
vxo,girf-ngas-1sigma,combined,cocoa,20,0
vxo,girf-ngas-1sigma,combined,cocoa,21,0
vxo,girf-ngas-1sigma,combined,cocoa,22,0
vxo,girf-ngas-1sigma,combined,cocoa,23,0
vxo,girf-ngas-1sigma,combined,cocoa,24,0
vxo,girf-ngas-1sigma,combined,coffee_arabic,1,0
vxo,girf-ngas-1sigma,combined,coffee_arabic,2,0
vxo,girf-ngas-1sigma,combined,coffee_arabic,3,-0.0061410662813715
vxo,girf-ngas-1sigma,combined,coffee_arabic,4,-0.04093339936734129
vxo,girf-ngas-1sigma,combined,coffee_arabic,5,0.03927150223596673
vxo,girf-ngas-1sigma,combined,coffee_arabic,6,-0.03855507752539351
vxo,girf-ngas-1sigma,combined,coffee_arabic,7,-0.10257369299762951
vxo,girf-ngas-1sigma,combined,coffee_arabic,8,-0.04661670295449443
vxo,girf-ngas-1sigma,combined,coffee_arabic,9,0.06517364541127728
vxo,girf-ngas-1sigma,combined,coffee_arabic,10,-0.01982194160104524
vxo,girf-ngas-1sigma,combined,coffee_arabic,11,-0.06669457065572501
vxo,girf-ngas-1sigma,combined,coffee_arabic,12,0.03316508697133814
vxo,girf-ngas-1sigma,combined,coffee_arabic,13,0
vxo,girf-ngas-1sigma,combined,coffee_arabic,14,0
vxo,girf-ngas-1sigma,combined,coffee_arabic,15,0
vxo,girf-ngas-1sigma,combined,coffee_arabic,16,0
vxo,girf-ngas-1sigma,combined,coffee_arabic,17,0
vxo,girf-ngas-1sigma,combined,coffee_arabic,18,0
vxo,girf-ngas-1sigma,combined,coffee_arabic,19,0
vxo,girf-ngas-1sigma,combined,coffee_arabic,20,0
vxo,girf-ngas-1sigma,combined,coffee_arabic,21,0
vxo,girf-ngas-1sigma,combined,coffee_arabic,22,0
vxo,girf-ngas-1sigma,combined,coffee_arabic,23,0
vxo,girf-ngas-1sigma,combined,coffee_arabic,24,0
vxo,girf-ngas-1sigma,combined,copper,1,0
vxo,girf-ngas-1sigma,combined,copper,2,0
vxo,girf-ngas-1sigma,combined,copper,3,-0.04259133231673787
vxo,girf-ngas-1sigma,combined,copper,4,-0.1206054989573451
vxo,girf-ngas-1sigma,combined,copper,5,0.07267297106874523
vxo,girf-ngas-1sigma,combined,copper,6,0.1503124617111065
vxo,girf-ngas-1sigma,combined,copper,7,0.20199044847341605
vxo,girf-ngas-1sigma,combined,copper,8,-0.05362968662415918
vxo,girf-ngas-1sigma,combined,copper,9,-0.1900409811052107
vxo,girf-ngas-1sigma,combined,copper,10,-0.2207411158983391
vxo,girf-ngas-1sigma,combined,copper,11,-0.12209185649866096
vxo,girf-ngas-1sigma,combined,copper,12,0.01765151905451556
vxo,girf-ngas-1sigma,combined,copper,13,0
vxo,girf-ngas-1sigma,combined,copper,14,0
vxo,girf-ngas-1sigma,combined,copper,15,0
vxo,girf-ngas-1sigma,combined,copper,16,0
vxo,girf-ngas-1sigma,combined,copper,17,0
vxo,girf-ngas-1sigma,combined,copper,18,0
vxo,girf-ngas-1sigma,combined,copper,19,0
vxo,girf-ngas-1sigma,combined,copper,20,0
vxo,girf-ngas-1sigma,combined,copper,21,0
vxo,girf-ngas-1sigma,combined,copper,22,0
vxo,girf-ngas-1sigma,combined,copper,23,0
vxo,girf-ngas-1sigma,combined,copper,24,0
vxo,girf-ngas-1sigma,combined,cotton_a_indx,1,0
vxo,girf-ngas-1sigma,combined,cotton_a_indx,2,0
vxo,girf-ngas-1sigma,combined,cotton_a_indx,3,0.3272929424137099
vxo,girf-ngas-1sigma,combined,cotton_a_indx,4,0.23631030645351067
vxo,girf-ngas-1sigma,combined,cotton_a_indx,5,-0.09390642566996754
vxo,girf-ngas-1sigma,combined,cotton_a_indx,6,-0.1812746748622295
vxo,girf-ngas-1sigma,combined,cotton_a_indx,7,0.07835309405535966
vxo,girf-ngas-1sigma,combined,cotton_a_indx,8,0.06180493185221953
vxo,girf-ngas-1sigma,combined,cotton_a_indx,9,-0.14226197434452845
vxo,girf-ngas-1sigma,combined,cotton_a_indx,10,-0.02890470502719978
vxo,girf-ngas-1sigma,combined,cotton_a_indx,11,0.065480586207347
vxo,girf-ngas-1sigma,combined,cotton_a_indx,12,0.01674000561999099
vxo,girf-ngas-1sigma,combined,cotton_a_indx,13,0
vxo,girf-ngas-1sigma,combined,cotton_a_indx,14,0
vxo,girf-ngas-1sigma,combined,cotton_a_indx,15,0
vxo,girf-ngas-1sigma,combined,cotton_a_indx,16,0
vxo,girf-ngas-1sigma,combined,cotton_a_indx,17,0
vxo,girf-ngas-1sigma,combined,cotton_a_indx,18,0
vxo,girf-ngas-1sigma,combined,cotton_a_indx,19,0
vxo,girf-ngas-1sigma,combined,cotton_a_indx,20,0
vxo,girf-ngas-1sigma,combined,cotton_a_indx,21,0
vxo,girf-ngas-1sigma,combined,cotton_a_indx,22,0
vxo,girf-ngas-1sigma,combined,cotton_a_indx,23,0
vxo,girf-ngas-1sigma,combined,cotton_a_indx,24,0
vxo,girf-ngas-1sigma,combined,crude_wti,1,0
vxo,girf-ngas-1sigma,combined,crude_wti,2,0
vxo,girf-ngas-1sigma,combined,crude_wti,3,-0.2026210647918229
vxo,girf-ngas-1sigma,combined,crude_wti,4,-0.18537086121480567
vxo,girf-ngas-1sigma,combined,crude_wti,5,0.11512667091428332
vxo,girf-ngas-1sigma,combined,crude_wti,6,0.1775183162827017
vxo,girf-ngas-1sigma,combined,crude_wti,7,0.34711749667891445
vxo,girf-ngas-1sigma,combined,crude_wti,8,0.1489020956115006
vxo,girf-ngas-1sigma,combined,crude_wti,9,-0.15029178730613385
vxo,girf-ngas-1sigma,combined,crude_wti,10,-0.2980551950462419
vxo,girf-ngas-1sigma,combined,crude_wti,11,-0.14953955120532544
vxo,girf-ngas-1sigma,combined,crude_wti,12,0.00432073605819366
vxo,girf-ngas-1sigma,combined,crude_wti,13,0
vxo,girf-ngas-1sigma,combined,crude_wti,14,0
vxo,girf-ngas-1sigma,combined,crude_wti,15,0
vxo,girf-ngas-1sigma,combined,crude_wti,16,0
vxo,girf-ngas-1sigma,combined,crude_wti,17,0
vxo,girf-ngas-1sigma,combined,crude_wti,18,0
vxo,girf-ngas-1sigma,combined,crude_wti,19,0
vxo,girf-ngas-1sigma,combined,crude_wti,20,0
vxo,girf-ngas-1sigma,combined,crude_wti,21,0
vxo,girf-ngas-1sigma,combined,crude_wti,22,0
vxo,girf-ngas-1sigma,combined,crude_wti,23,0
vxo,girf-ngas-1sigma,combined,crude_wti,24,0
vxo,girf-ngas-1sigma,combined,gold,1,0
vxo,girf-ngas-1sigma,combined,gold,2,0
vxo,girf-ngas-1sigma,combined,gold,3,-0.21781445889012005
vxo,girf-ngas-1sigma,combined,gold,4,-0.02647116222687695
vxo,girf-ngas-1sigma,combined,gold,5,0.2918685242072995
vxo,girf-ngas-1sigma,combined,gold,6,0.04859672855490712
vxo,girf-ngas-1sigma,combined,gold,7,-0.14087124969190035
vxo,girf-ngas-1sigma,combined,gold,8,-0.01068527110821808
vxo,girf-ngas-1sigma,combined,gold,9,-0.02356125176416997
vxo,girf-ngas-1sigma,combined,gold,10,-0.0602540132795982
vxo,girf-ngas-1sigma,combined,gold,11,-0.07393581971622168
vxo,girf-ngas-1sigma,combined,gold,12,0.05230378883062003
vxo,girf-ngas-1sigma,combined,gold,13,0
vxo,girf-ngas-1sigma,combined,gold,14,0
vxo,girf-ngas-1sigma,combined,gold,15,0
vxo,girf-ngas-1sigma,combined,gold,16,0
vxo,girf-ngas-1sigma,combined,gold,17,0
vxo,girf-ngas-1sigma,combined,gold,18,0
vxo,girf-ngas-1sigma,combined,gold,19,0
vxo,girf-ngas-1sigma,combined,gold,20,0
vxo,girf-ngas-1sigma,combined,gold,21,0
vxo,girf-ngas-1sigma,combined,gold,22,0
vxo,girf-ngas-1sigma,combined,gold,23,0
vxo,girf-ngas-1sigma,combined,gold,24,0
vxo,girf-ngas-1sigma,combined,lead,1,0
vxo,girf-ngas-1sigma,combined,lead,2,0
vxo,girf-ngas-1sigma,combined,lead,3,-0.01075849928390525
vxo,girf-ngas-1sigma,combined,lead,4,-0.28672102808568317
vxo,girf-ngas-1sigma,combined,lead,5,0.02382030410971182
vxo,girf-ngas-1sigma,combined,lead,6,-0.00515244816330123
vxo,girf-ngas-1sigma,combined,lead,7,0.08913321442585637
vxo,girf-ngas-1sigma,combined,lead,8,-0.03938276937721012
vxo,girf-ngas-1sigma,combined,lead,9,0.05296654138800499
vxo,girf-ngas-1sigma,combined,lead,10,-0.01760137080164649
vxo,girf-ngas-1sigma,combined,lead,11,-0.1227948433768794
vxo,girf-ngas-1sigma,combined,lead,12,-0.07100035722783132
vxo,girf-ngas-1sigma,combined,lead,13,0
vxo,girf-ngas-1sigma,combined,lead,14,0
vxo,girf-ngas-1sigma,combined,lead,15,0
vxo,girf-ngas-1sigma,combined,lead,16,0
vxo,girf-ngas-1sigma,combined,lead,17,0
vxo,girf-ngas-1sigma,combined,lead,18,0
vxo,girf-ngas-1sigma,combined,lead,19,0
vxo,girf-ngas-1sigma,combined,lead,20,0
vxo,girf-ngas-1sigma,combined,lead,21,0
vxo,girf-ngas-1sigma,combined,lead,22,0
vxo,girf-ngas-1sigma,combined,lead,23,0
vxo,girf-ngas-1sigma,combined,lead,24,0
vxo,girf-ngas-1sigma,combined,maize,1,0
vxo,girf-ngas-1sigma,combined,maize,2,0
vxo,girf-ngas-1sigma,combined,maize,3,0.17510643971698123
vxo,girf-ngas-1sigma,combined,maize,4,0.150011252920347
vxo,girf-ngas-1sigma,combined,maize,5,-0.14665067655314742
vxo,girf-ngas-1sigma,combined,maize,6,-0.24266468108707095
vxo,girf-ngas-1sigma,combined,maize,7,0.08319932165699412
vxo,girf-ngas-1sigma,combined,maize,8,0.12587259655304991
vxo,girf-ngas-1sigma,combined,maize,9,-0.05040793508298175
vxo,girf-ngas-1sigma,combined,maize,10,-0.11408189155316514
vxo,girf-ngas-1sigma,combined,maize,11,0.11424607143179392
vxo,girf-ngas-1sigma,combined,maize,12,0.08014669788473515
vxo,girf-ngas-1sigma,combined,maize,13,0
vxo,girf-ngas-1sigma,combined,maize,14,0
vxo,girf-ngas-1sigma,combined,maize,15,0
vxo,girf-ngas-1sigma,combined,maize,16,0
vxo,girf-ngas-1sigma,combined,maize,17,0
vxo,girf-ngas-1sigma,combined,maize,18,0
vxo,girf-ngas-1sigma,combined,maize,19,0
vxo,girf-ngas-1sigma,combined,maize,20,0
vxo,girf-ngas-1sigma,combined,maize,21,0
vxo,girf-ngas-1sigma,combined,maize,22,0
vxo,girf-ngas-1sigma,combined,maize,23,0
vxo,girf-ngas-1sigma,combined,maize,24,0
vxo,girf-ngas-1sigma,combined,ngas_us,1,0
vxo,girf-ngas-1sigma,combined,ngas_us,2,1
vxo,girf-ngas-1sigma,combined,ngas_us,3,0.09675434426952642
vxo,girf-ngas-1sigma,combined,ngas_us,4,-0.05657698044382579
vxo,girf-ngas-1sigma,combined,ngas_us,5,0.04998222930407005
vxo,girf-ngas-1sigma,combined,ngas_us,6,-0.03323973819923779
vxo,girf-ngas-1sigma,combined,ngas_us,7,0.19395669281471117
vxo,girf-ngas-1sigma,combined,ngas_us,8,0.06442857666411661
vxo,girf-ngas-1sigma,combined,ngas_us,9,-0.1229387743448594
vxo,girf-ngas-1sigma,combined,ngas_us,10,-0.09635805831586194
vxo,girf-ngas-1sigma,combined,ngas_us,11,0.03031497042624586
vxo,girf-ngas-1sigma,combined,ngas_us,12,0.06585846508122413
vxo,girf-ngas-1sigma,combined,ngas_us,13,0
vxo,girf-ngas-1sigma,combined,ngas_us,14,0
vxo,girf-ngas-1sigma,combined,ngas_us,15,0
vxo,girf-ngas-1sigma,combined,ngas_us,16,0
vxo,girf-ngas-1sigma,combined,ngas_us,17,0
vxo,girf-ngas-1sigma,combined,ngas_us,18,0
vxo,girf-ngas-1sigma,combined,ngas_us,19,0
vxo,girf-ngas-1sigma,combined,ngas_us,20,0
vxo,girf-ngas-1sigma,combined,ngas_us,21,0
vxo,girf-ngas-1sigma,combined,ngas_us,22,0
vxo,girf-ngas-1sigma,combined,ngas_us,23,0
vxo,girf-ngas-1sigma,combined,ngas_us,24,0
vxo,girf-ngas-1sigma,combined,nickel,1,0
vxo,girf-ngas-1sigma,combined,nickel,2,0
vxo,girf-ngas-1sigma,combined,nickel,3,-0.01895839743120042
vxo,girf-ngas-1sigma,combined,nickel,4,-0.07449430263868038
vxo,girf-ngas-1sigma,combined,nickel,5,0.10784165129770446
vxo,girf-ngas-1sigma,combined,nickel,6,0.05810049484502848
vxo,girf-ngas-1sigma,combined,nickel,7,-0.00413298907518062
vxo,girf-ngas-1sigma,combined,nickel,8,-0.0712403945279798
vxo,girf-ngas-1sigma,combined,nickel,9,0.08425423383383376
vxo,girf-ngas-1sigma,combined,nickel,10,0.01295958674709175
vxo,girf-ngas-1sigma,combined,nickel,11,-0.17321986916672452
vxo,girf-ngas-1sigma,combined,nickel,12,-0.14099404906836388
vxo,girf-ngas-1sigma,combined,nickel,13,0
vxo,girf-ngas-1sigma,combined,nickel,14,0
vxo,girf-ngas-1sigma,combined,nickel,15,0
vxo,girf-ngas-1sigma,combined,nickel,16,0
vxo,girf-ngas-1sigma,combined,nickel,17,0
vxo,girf-ngas-1sigma,combined,nickel,18,0
vxo,girf-ngas-1sigma,combined,nickel,19,0
vxo,girf-ngas-1sigma,combined,nickel,20,0
vxo,girf-ngas-1sigma,combined,nickel,21,0
vxo,girf-ngas-1sigma,combined,nickel,22,0
vxo,girf-ngas-1sigma,combined,nickel,23,0
vxo,girf-ngas-1sigma,combined,nickel,24,0
vxo,girf-ngas-1sigma,combined,platinum,1,0
vxo,girf-ngas-1sigma,combined,platinum,2,0
vxo,girf-ngas-1sigma,combined,platinum,3,0.16188495786648924
vxo,girf-ngas-1sigma,combined,platinum,4,0.10225851821306586
vxo,girf-ngas-1sigma,combined,platinum,5,0.13549110611768336
vxo,girf-ngas-1sigma,combined,platinum,6,-0.18904211366536808
vxo,girf-ngas-1sigma,combined,platinum,7,-0.01692738155615349
vxo,girf-ngas-1sigma,combined,platinum,8,0.0215133970238034
vxo,girf-ngas-1sigma,combined,platinum,9,-0.1142577776055222
vxo,girf-ngas-1sigma,combined,platinum,10,-0.18997383070618373
vxo,girf-ngas-1sigma,combined,platinum,11,-0.06246470728413458
vxo,girf-ngas-1sigma,combined,platinum,12,0.16500873456959597
vxo,girf-ngas-1sigma,combined,platinum,13,0
vxo,girf-ngas-1sigma,combined,platinum,14,0
vxo,girf-ngas-1sigma,combined,platinum,15,0
vxo,girf-ngas-1sigma,combined,platinum,16,0
vxo,girf-ngas-1sigma,combined,platinum,17,0
vxo,girf-ngas-1sigma,combined,platinum,18,0
vxo,girf-ngas-1sigma,combined,platinum,19,0
vxo,girf-ngas-1sigma,combined,platinum,20,0
vxo,girf-ngas-1sigma,combined,platinum,21,0
vxo,girf-ngas-1sigma,combined,platinum,22,0
vxo,girf-ngas-1sigma,combined,platinum,23,0
vxo,girf-ngas-1sigma,combined,platinum,24,0
vxo,girf-ngas-1sigma,combined,silver,1,0
vxo,girf-ngas-1sigma,combined,silver,2,0
vxo,girf-ngas-1sigma,combined,silver,3,-0.08554305258328479
vxo,girf-ngas-1sigma,combined,silver,4,0.0877463763896627
vxo,girf-ngas-1sigma,combined,silver,5,0.15907412506684046
vxo,girf-ngas-1sigma,combined,silver,6,-0.29257736607114826
vxo,girf-ngas-1sigma,combined,silver,7,-0.1976069767674971
vxo,girf-ngas-1sigma,combined,silver,8,0.11908239846322131
vxo,girf-ngas-1sigma,combined,silver,9,0.04113910350649327
vxo,girf-ngas-1sigma,combined,silver,10,-0.11711950405858298
vxo,girf-ngas-1sigma,combined,silver,11,-0.06684526951157316
vxo,girf-ngas-1sigma,combined,silver,12,0.1278103643344077
vxo,girf-ngas-1sigma,combined,silver,13,0
vxo,girf-ngas-1sigma,combined,silver,14,0
vxo,girf-ngas-1sigma,combined,silver,15,0
vxo,girf-ngas-1sigma,combined,silver,16,0
vxo,girf-ngas-1sigma,combined,silver,17,0
vxo,girf-ngas-1sigma,combined,silver,18,0
vxo,girf-ngas-1sigma,combined,silver,19,0
vxo,girf-ngas-1sigma,combined,silver,20,0
vxo,girf-ngas-1sigma,combined,silver,21,0
vxo,girf-ngas-1sigma,combined,silver,22,0
vxo,girf-ngas-1sigma,combined,silver,23,0
vxo,girf-ngas-1sigma,combined,silver,24,0
vxo,girf-ngas-1sigma,combined,soybeans,1,0
vxo,girf-ngas-1sigma,combined,soybeans,2,0
vxo,girf-ngas-1sigma,combined,soybeans,3,-0.05220697066540472
vxo,girf-ngas-1sigma,combined,soybeans,4,-2.4230144001482525e-4
vxo,girf-ngas-1sigma,combined,soybeans,5,-0.11331328153252349
vxo,girf-ngas-1sigma,combined,soybeans,6,-0.03684483225682592
vxo,girf-ngas-1sigma,combined,soybeans,7,0.2009196621797774
vxo,girf-ngas-1sigma,combined,soybeans,8,0.05659915301207344
vxo,girf-ngas-1sigma,combined,soybeans,9,-0.02569420796327448
vxo,girf-ngas-1sigma,combined,soybeans,10,-0.08372792136294675
vxo,girf-ngas-1sigma,combined,soybeans,11,0.03840798709099826
vxo,girf-ngas-1sigma,combined,soybeans,12,-0.06712190746324058
vxo,girf-ngas-1sigma,combined,soybeans,13,0
vxo,girf-ngas-1sigma,combined,soybeans,14,0
vxo,girf-ngas-1sigma,combined,soybeans,15,0
vxo,girf-ngas-1sigma,combined,soybeans,16,0
vxo,girf-ngas-1sigma,combined,soybeans,17,0
vxo,girf-ngas-1sigma,combined,soybeans,18,0
vxo,girf-ngas-1sigma,combined,soybeans,19,0
vxo,girf-ngas-1sigma,combined,soybeans,20,0
vxo,girf-ngas-1sigma,combined,soybeans,21,0
vxo,girf-ngas-1sigma,combined,soybeans,22,0
vxo,girf-ngas-1sigma,combined,soybeans,23,0
vxo,girf-ngas-1sigma,combined,soybeans,24,0
vxo,girf-ngas-1sigma,combined,sugar_wld,1,0
vxo,girf-ngas-1sigma,combined,sugar_wld,2,0
vxo,girf-ngas-1sigma,combined,sugar_wld,3,0.14860246854659726
vxo,girf-ngas-1sigma,combined,sugar_wld,4,-0.04817308402202927
vxo,girf-ngas-1sigma,combined,sugar_wld,5,-0.376247482215799
vxo,girf-ngas-1sigma,combined,sugar_wld,6,-0.22945406293589377
vxo,girf-ngas-1sigma,combined,sugar_wld,7,0.274512150410639
vxo,girf-ngas-1sigma,combined,sugar_wld,8,0.2729967052407723
vxo,girf-ngas-1sigma,combined,sugar_wld,9,-0.13712481217282874
vxo,girf-ngas-1sigma,combined,sugar_wld,10,-0.2225169536774198
vxo,girf-ngas-1sigma,combined,sugar_wld,11,0.05670964214347528
vxo,girf-ngas-1sigma,combined,sugar_wld,12,0.04912147355665938
vxo,girf-ngas-1sigma,combined,sugar_wld,13,0
vxo,girf-ngas-1sigma,combined,sugar_wld,14,0
vxo,girf-ngas-1sigma,combined,sugar_wld,15,0
vxo,girf-ngas-1sigma,combined,sugar_wld,16,0
vxo,girf-ngas-1sigma,combined,sugar_wld,17,0
vxo,girf-ngas-1sigma,combined,sugar_wld,18,0
vxo,girf-ngas-1sigma,combined,sugar_wld,19,0
vxo,girf-ngas-1sigma,combined,sugar_wld,20,0
vxo,girf-ngas-1sigma,combined,sugar_wld,21,0
vxo,girf-ngas-1sigma,combined,sugar_wld,22,0
vxo,girf-ngas-1sigma,combined,sugar_wld,23,0
vxo,girf-ngas-1sigma,combined,sugar_wld,24,0
vxo,girf-ngas-1sigma,combined,tin,1,0
vxo,girf-ngas-1sigma,combined,tin,2,0
vxo,girf-ngas-1sigma,combined,tin,3,0.2543290915680042
vxo,girf-ngas-1sigma,combined,tin,4,0.1002401627606808
vxo,girf-ngas-1sigma,combined,tin,5,-0.06896992929000118
vxo,girf-ngas-1sigma,combined,tin,6,-0.14041915925430284
vxo,girf-ngas-1sigma,combined,tin,7,0.2948293001709204
vxo,girf-ngas-1sigma,combined,tin,8,0.09422234983424874
vxo,girf-ngas-1sigma,combined,tin,9,-0.2823421423232884
vxo,girf-ngas-1sigma,combined,tin,10,-0.2103242008368149
vxo,girf-ngas-1sigma,combined,tin,11,0.04958103175315763
vxo,girf-ngas-1sigma,combined,tin,12,0.03700484736545698
vxo,girf-ngas-1sigma,combined,tin,13,0
vxo,girf-ngas-1sigma,combined,tin,14,0
vxo,girf-ngas-1sigma,combined,tin,15,0
vxo,girf-ngas-1sigma,combined,tin,16,0
vxo,girf-ngas-1sigma,combined,tin,17,0
vxo,girf-ngas-1sigma,combined,tin,18,0
vxo,girf-ngas-1sigma,combined,tin,19,0
vxo,girf-ngas-1sigma,combined,tin,20,0
vxo,girf-ngas-1sigma,combined,tin,21,0
vxo,girf-ngas-1sigma,combined,tin,22,0
vxo,girf-ngas-1sigma,combined,tin,23,0
vxo,girf-ngas-1sigma,combined,tin,24,0
vxo,girf-ngas-1sigma,combined,wheat_us_hrw,1,0
vxo,girf-ngas-1sigma,combined,wheat_us_hrw,2,0
vxo,girf-ngas-1sigma,combined,wheat_us_hrw,3,-0.08493214940666574
vxo,girf-ngas-1sigma,combined,wheat_us_hrw,4,0.08558655728929876
vxo,girf-ngas-1sigma,combined,wheat_us_hrw,5,-0.0459062226803761
vxo,girf-ngas-1sigma,combined,wheat_us_hrw,6,-0.18792308948255956
vxo,girf-ngas-1sigma,combined,wheat_us_hrw,7,-0.07103133724176741
vxo,girf-ngas-1sigma,combined,wheat_us_hrw,8,-0.04334636371527109
vxo,girf-ngas-1sigma,combined,wheat_us_hrw,9,0.02303520269921213
vxo,girf-ngas-1sigma,combined,wheat_us_hrw,10,-0.05383370624283579
vxo,girf-ngas-1sigma,combined,wheat_us_hrw,11,0.00902497814640073
vxo,girf-ngas-1sigma,combined,wheat_us_hrw,12,0.02852038151408615
vxo,girf-ngas-1sigma,combined,wheat_us_hrw,13,0
vxo,girf-ngas-1sigma,combined,wheat_us_hrw,14,0
vxo,girf-ngas-1sigma,combined,wheat_us_hrw,15,0
vxo,girf-ngas-1sigma,combined,wheat_us_hrw,16,0
vxo,girf-ngas-1sigma,combined,wheat_us_hrw,17,0
vxo,girf-ngas-1sigma,combined,wheat_us_hrw,18,0
vxo,girf-ngas-1sigma,combined,wheat_us_hrw,19,0
vxo,girf-ngas-1sigma,combined,wheat_us_hrw,20,0
vxo,girf-ngas-1sigma,combined,wheat_us_hrw,21,0
vxo,girf-ngas-1sigma,combined,wheat_us_hrw,22,0
vxo,girf-ngas-1sigma,combined,wheat_us_hrw,23,0
vxo,girf-ngas-1sigma,combined,wheat_us_hrw,24,0
vxo,girf-ngas-1sigma,combined,zinc,1,0
vxo,girf-ngas-1sigma,combined,zinc,2,0
vxo,girf-ngas-1sigma,combined,zinc,3,-0.00554084059171593
vxo,girf-ngas-1sigma,combined,zinc,4,-0.1401569892174775
vxo,girf-ngas-1sigma,combined,zinc,5,0.10680727062548696
vxo,girf-ngas-1sigma,combined,zinc,6,-0.0917980114630344
vxo,girf-ngas-1sigma,combined,zinc,7,-0.03424744082054524
vxo,girf-ngas-1sigma,combined,zinc,8,0.04897841985091412
vxo,girf-ngas-1sigma,combined,zinc,9,0.05921111976840163
vxo,girf-ngas-1sigma,combined,zinc,10,-0.10218541815184427
vxo,girf-ngas-1sigma,combined,zinc,11,-0.15646215208775124
vxo,girf-ngas-1sigma,combined,zinc,12,0.01442131863113885
vxo,girf-ngas-1sigma,combined,zinc,13,0
vxo,girf-ngas-1sigma,combined,zinc,14,0
vxo,girf-ngas-1sigma,combined,zinc,15,0
vxo,girf-ngas-1sigma,combined,zinc,16,0
vxo,girf-ngas-1sigma,combined,zinc,17,0
vxo,girf-ngas-1sigma,combined,zinc,18,0
vxo,girf-ngas-1sigma,combined,zinc,19,0
vxo,girf-ngas-1sigma,combined,zinc,20,0
vxo,girf-ngas-1sigma,combined,zinc,21,0
vxo,girf-ngas-1sigma,combined,zinc,22,0
vxo,girf-ngas-1sigma,combined,zinc,23,0
vxo,girf-ngas-1sigma,combined,zinc,24,0
vxo,one_sigma_supply_shock,combined,aluminium,1,0
vxo,one_sigma_supply_shock,combined,aluminium,2,0.5
vxo,one_sigma_supply_shock,combined,aluminium,3,0.3603805195061827
vxo,one_sigma_supply_shock,combined,aluminium,4,-0.1121249228746829
vxo,one_sigma_supply_shock,combined,aluminium,5,0.1633082388510293
vxo,one_sigma_supply_shock,combined,aluminium,6,0.37048181066131886
vxo,one_sigma_supply_shock,combined,aluminium,7,0.2239465354899743
vxo,one_sigma_supply_shock,combined,aluminium,8,-0.03011957720850323
vxo,one_sigma_supply_shock,combined,aluminium,9,-0.14075724878237778
vxo,one_sigma_supply_shock,combined,aluminium,10,-0.1130790590812612
vxo,one_sigma_supply_shock,combined,aluminium,11,-0.08577240655147284
vxo,one_sigma_supply_shock,combined,aluminium,12,0.13441458137788637
vxo,one_sigma_supply_shock,combined,aluminium,13,0
vxo,one_sigma_supply_shock,combined,aluminium,14,0
vxo,one_sigma_supply_shock,combined,aluminium,15,0
vxo,one_sigma_supply_shock,combined,aluminium,16,0
vxo,one_sigma_supply_shock,combined,aluminium,17,0
vxo,one_sigma_supply_shock,combined,aluminium,18,0
vxo,one_sigma_supply_shock,combined,aluminium,19,0
